attentive,adjective,audient; mindful; reckful,"She is an attentive listener, but does not like to talk much."
attenuate,verb,"To reduce in size, force, value, amount, or degree.",no sentence.
audacious,adjective,Showing willingness to take bold risks; recklessly daring.,no sentence.
augment,verb,To increase; to make larger or supplement.,The money from renting out a spare room can augment a salary.
auspicious,adjective,favorable; favourable; fortunate; lucky; promising; propitious; fortunate; lucky,This is an auspicious day.
austere,adjective,forbidding; stern; strict; plain; simple; unadorned; unembellished,The headmistress was an austere old woman.
avarice,noun,Excessive or inordinate desire of gain; greed for wealth,no sentence.
aver,verb,"To assert the truth of, to affirm with confidence; to declare in a positive manner.",no sentence.
averse,verb,To turn away.,no sentence.
avert,verb,forestall,To avert the eyes from an object.
avid,adjective,Enthusiastic; keen; eager; showing great interest in something or desire to do something,I'm an avid reader.
baleful,adjective,Portending evil; ominous.,no sentence.
balk,verb,avoid; refuse; shirk; shun; baffle; foil; frustrate; thwart; miss; overlook,The horse balked.
banal,adjective,"Common in a boring way, to the point of being predictable; containing nothing new or fresh.",no sentence.
baneful,adjective,"Poisonous, deadly.",no sentence.
banter,noun,"Sharp, good-humoured, playful, typically spontaneous conversation.",no sentence.
barefaced,adjective,Undisguisedly offensive and bold; crude; coarse; brazen,no sentence.
bask,verb,To bathe in warmth; to be exposed to pleasant heat.,to bask in the sun
belie,verb,To lie around; encompass.,no sentence.
bellicose,adjective,Warlike in nature; aggressive; hostile.,no sentence.
benevolent,adjective,Having a disposition to do good.,Chinese and Eastern mythologies describe dragons as benevolent.
benign,adjective,non-malignant,an ozone-benign refrigerant
bilk,noun,The spoiling of someone's score in the crib.,no sentence.
bizarre,adjective,Strangely unconventional in style or appearance.,no sentence.
blandishment,noun,Flattering speech or actions designed to persuade or influence.,no sentence.
bleak,adjective,Desolate and exposed; swept by cold winds.,A bleak and bare rock.
blithe,adjective,"Casually indifferent, careless, showing a lack of concern.",She had a blithe disregard of cultures outside the United States.
blunder,verb,To make a clumsy or stupid mistake.,to blunder in preparing a medical prescription
board,verb,"To step or climb onto or otherwise enter a ship, aircraft, train or other conveyance.",It is time to board the aircraft.
bog,noun,An area of decayed vegetation (particularly sphagnum moss) which forms a wet spongy ground too soft for walking; a marsh or swamp.,no sentence.
bogus,adjective,illegal; phony,bogus laws
bolster,noun,A large cushion or pillow.,no sentence.
bombast,noun,"Cotton, or cotton wool.",no sentence.
boor,noun,A peasant.,no sentence.
breach,verb,To make a breach in.,"They breached the outer wall, but not the main one."
brisk,adjective,lively; quick; spirited,We took a brisk walk yesterday.
brittle,adjective,"Inflexible, liable to break or snap easily under stress or pressure.",A diamond is hard but brittle.
brood,verb,To keep an egg warm to make it hatch.,"In some species of birds, both the mother and father brood the eggs."
burgeon,verb,blossom; bud; green; sprout; blossom; expand; grow; sprout,"Gradually, the town burgeoned into a thriving city."
burlesque,noun,A derisive art form that mocks by imitation; a parody.,no sentence.
buttress,noun,A brick or stone structure built against another structure to support it.,no sentence.
cadge,verb,bum; scrounge,"""Are ye gannin te cadge a lift of yoer fatha?"""
cajole,verb,"To persuade someone to do something which they are reluctant to do, especially by flattery or promises; to coax.",no sentence.
calisthenics,noun,"(in the plural) Gymnastic exercises under the participation of a (surface-wise) multitude of muscles and often minimal equipment (thus, usually bodyweight exercises) with a stress on stamina.",no sentence.
cant,noun,argot; jargon; slang; argot; jargon; slang,"He had the look of a prince, but the cant of a fishmonger."
caprice,noun,"An impulsive, seemingly unmotivated action, change of mind, or notion.",no sentence.
captor,noun,One who is holding a captive or captives.,no sentence.
castigate,verb,To punish or reprimand someone severely.,no sentence.
catalyst,noun,A substance that increases the rate of a chemical reaction without being consumed in the process.,no sentence.
caustic,noun,"Any substance or means which, applied to animal or other organic tissue, burns, corrodes, or destroys it by chemical action; an escharotic.",no sentence.
cavern,verb,To form a cavern or deep depression in.,catacombs caverning the hillsides
censor,verb,bowdlerize; expunge; expurgate; redact,Occupying powers typically censor anything reeking of resistance
censure,noun,"The act of blaming, criticizing, or condemning as wrong; reprehension.",no sentence.
cessation,noun,"A ceasing or discontinuance, fno sentence.
of an action, whether temporary or final.",no sentence.
charter,noun,"A document issued by some authority, creating a public or private institution, and defining its purposes and privileges.",no sentence.
chary,adverb,In a chary manner.,no sentence.
chicanery,noun,"Deception by use of trickery, quibbling, or subterfuge.",no sentence.
circumlocution,noun,A roundabout or indirect way of speaking; the use of more words than necessary to express an idea.,no sentence.
circumspect,adjective,cautious; chary; prudent; thoughtful; vigilant; wary,"Being aware of the danger of upsetting her audience, she was somewhat circumspect in her comments."
claim,verb,"To cause the loss of, usually by violent means.",A fire claimed two homes.
clot,noun,"A thrombus, solidified mass of blood.",no sentence.
clumsy,adjective,"Awkward, lacking coordination, not graceful, not dextrous.",He's very clumsy. I wouldn't trust him with carrying the dishes.
coagulant,noun,A substance that causes coagulation,no sentence.
coerce,verb,"To restrain by force, especially by law or authority; to repress; to curb.",no sentence.
cogent,adjective,"Forcefully persuasive; relevant, pertinent.","The prosecution presented a cogent argument, convincing the jury of the defendant's guilt."
cognizance,noun,"An emblem, badge or device, used as a distinguishing mark by the body of retainers of a royal or noble house.",no sentence.
coherent,adjective,Unified; sticking together; making up a whole.,no sentence.
collusion,noun,A secret agreement for an illegal purpose; conspiracy.,no sentence.
commensurate,verb,To reduce to a common measure.,no sentence.
commentator,noun,"A person who comments; especially someone who is paid to give his/her opinions in the media about current affairs, sports, etc.",no sentence.
complacent,adjective,Uncritically satisfied with oneself or one's achievements; smug.,no sentence.
complaisant,adjective,Compliant.,no sentence.
composure,noun,"Calmness of mind or matter, self-possession.",no sentence.
concede,verb,let in; capitulate; give up; accede; come around; give way,He conceded the race once it was clear he could not win.
conceit,noun,"Something conceived in the mind; an idea, a thought.",no sentence.
concession,noun,The act of conceding.,no sentence.
conciliatory,adjective,"Willing to conciliate, or to make concessions.",no sentence.
concoct,verb,contrive; plot; scheme; mix; prepare,to concoct a new dish
concur,verb,To unite or agree (in action or opinion); to have a common opinion; to coincide; to correspond.,no sentence.
condescend,verb,To come down from one's superior position; to deign (to do something).,no sentence.
conducive,adjective,favorable; helpful; instrumental,"A small, dark kitchen is not conducive to elaborate cooking."
confidential,adjective,classified; dern; off the record; private; privileged; secret,The newspaper claims a leaked confidential report by the government admits to problems with corrupt MPs.
confine,noun,(chiefly in the plural) A boundary or limit.,no sentence.
conflagration,noun,firestorm; inferno,It took sixty firefighters to put out the conflagration.
conflate,verb,amalgamate; blend; coalesce; commingle; flux; immix; merge; mix; confuse; lump together; mix up; fuse; meld,"“Bacon was Lord Chancellor of England and the first European to experiment with gunpowder.” — “No, you are conflating Francis Bacon and Roger Bacon.”"
confound,verb,confuse; mix up; puzzle,Don't confound the situation by yelling.
confrontation,noun,"The act of confronting or challenging another, especially face to face.",no sentence.
congruent,adjective,Corresponding in character; congruous,no sentence.
conifer,noun,"A plant belonging to the order Coniferales; a cone-bearing seed plant with vascular tissue, usually a tree.",no sentence.
conjecture,verb,To guess; to venture an unproven idea.,I do not know if it is true; I am simply conjecturing here.
conjure,verb,envisage; imagine; picture; visualize,"He started conjuring at the age of 15, and is now a famous stage magician."
conscript,noun,"One who is compulsorily enrolled, often into a military service; a draftee.",The soldier was a conscript.
consensus,noun,A process of decision-making that seeks widespread agreement among group members.,no sentence.
consign,verb,To send to a final destination.,to consign the body to the grave
console,noun,"A stand-alone cabinet designed to stand on the floor; especially, one that houses home entertainment equipment, such as a TV or stereo system.",no sentence.
conspicuous,adjective,flashy; prominent; observable; perceivable,He was conspicuous by his absence.
conspire,verb,collogue,Angry clouds conspire your overthrow.
consternation,noun,"Amazement or horror that confounds the faculties, and incapacitates for reflection; terror, combined with amazement; dismay.",no sentence.
contend,verb,assert; aver; combat; fight; oppose; vie; contest; debate; dispute; litigate; emulate; strive; struggle,In this paper the author contends that no useful results can be obtained if this method is used.
contentious,adjective,Marked by heated arguments or controversy.,no sentence.
contingent,adjective,casual; incidental; conditional,The success of his undertaking is contingent upon events which he cannot control.
contrite,noun,A contrite person; a penitent.,no sentence.
controversial,adjective,Arousing controversy—a debate or discussion of opposing opinions.,no sentence.
convoke,verb,"To convene, to cause to assemble for a meeting.",no sentence.
convoluted,adjective,meandrine; obvolute; torquated; tortuous,He gave a convoluted explanation that amounted to little more than a weak excuse for his absence.
corporal,adjective,bodily; corporeal,corporal punishment
corroborate,verb,To confirm or support something with additional evidence; to attest or vouch for.,no sentence.
covert,noun,A covering.,no sentence.
covet,verb,"To wish for with eagerness; to desire possession of, often enviously.",no sentence.
cower,verb,"To crouch or cringe, or to avoid or shy away from something, in fear.","He'd be useless in war. He'd just cower in his bunker until the enemy came in and shot him, or until the war was over."
coy,verb,"To caress, pet; to coax, entice.",no sentence.
crave,verb,"To desire strongly, so as to satisfy an appetite; to long or yearn for.",to crave after wealth
craven,noun,A coward.,no sentence.
crease,verb,To lightly bloody; to graze.,The bullet just creased his shoulder.
credulity,noun,A willingness to believe in someone or something in the absence of reasonable proof; credulousness.,no sentence.
crockery,noun,"Plates, dishes and other eating and serving tableware, usually made of some ceramic material.",no sentence.
culpable,adjective,"Meriting condemnation, censure or blame, especially as something wrong, harmful or injurious; blameworthy.",I am culpable for stealing your money.
curb,verb,bow; flex; incurvate; behedge; curtail; limit; bend; fawn; stoop; curb stomp,"""Curb your dog."""
dabble,verb,bespatter; besprinkle; spatter,The children sat on the dock and dabbled their feet in the water.
dampen,verb,To make damp or moist; to make slightly wet.,no sentence.
dangle,verb,To hang loosely with the ability to swing.,His feet would dangle in the water.
dazzle,verb,impress; overpower,"Dazzled by the headlights of the lorry, the deer stopped in the middle of the street."
dearth,noun,A period or condition when food is rare and hence expensive; famine.,no sentence.
debacle,noun,"An event or enterprise that ends suddenly and disastrously, often with humiliating consequences.",no sentence.
debilitate,verb,enervate; enfeeble; weaken,The American Dream suffered a debilitating effect after the subprime crisis.
decorous,adjective,Marked by proper behavior.,no sentence.
decorum,noun,Appropriate social behavior.,no sentence.
decree,verb,To command by a decree.,A court decrees a restoration of property.
decry,verb,To denounce as harmful.,no sentence.
dedication,noun,The act of dedicating or the state of being dedicated.,no sentence.
defer,verb,To delay or postpone,We're going to defer the decision until we have all the facts.
deference,noun,honor; respect,The children treated their elders with deference.
defiance,noun,"The feeling, or spirit of being defiant.",no sentence.
defiant,noun,One who defies opposition.,no sentence.
deft,adjective,Quick and neat in action; skillful.,"He assembled it in one fluid, deft motion."
delineate,verb,"To sketch out, draw or trace an outline.",no sentence.
deluge,verb,To flood with water.,Some areas were deluged with a month's worth of rain in 24 hours.
demote,verb,To lower the rank or status of.,no sentence.
demur,verb,To scruple or object; to take exception; to oppose; to balk,I demur to that statement.
denounce,verb,attack; charge; condemn; criticize; damn; decry; discredit; inveigh against; proscribe; report,"to denounce someone as a swindler, or as a coward"
denunciation,noun,Proclamation; announcement; a publishing.,no sentence.
deposition,noun,The removal of someone from office.,no sentence.
deprivation,noun,"The act of depriving, dispossessing, or bereaving; the act of deposing or divesting of some dignity.",no sentence.
deprive,verb,To take something away from (someone) and keep it away; to deny someone something.,no sentence.
descry,verb,To see.,no sentence.
desiccate,noun,"A substance which has been dessicated, that is, had its moisture removed.",no sentence.
desperate,adjective,In dire need of something.,I hadn't eaten in two days and was desperate for food.
despicable,noun,A wretched or wicked person.,no sentence.
detached,verb,fall off; allocate; earmark; disengage; unfasten,to detach the tag from a newly purchased garment
deter,verb,To prevent something from happening.,no sentence.
devoid,verb,To empty out; to remove.,The child will devoid the garbage after he devours his sandwich.
diatribe,noun,"An abusive, bitter, attack or criticism: denunciation.",no sentence.
dichotomy,noun,A separation or division into two; a distinction that results in such a division.,no sentence.
diffident,adjective,Lacking confidence in others; distrustful.,no sentence.
digress,verb,"To step or turn aside; to deviate; to swerve; especially, to turn aside from the main subject of attention, or course of argument, in writing or speaking.",no sentence.
dilettante,noun,"An amateur, someone who dabbles in a field out of casual interest rather than as a profession or serious interest.",no sentence.
diligent,adjective,Performing with industrious concentration; hard-working and focused.,Scientists are very diligent in their work.
din,noun,A loud noise; a cacophony or loud commotion.,no sentence.
dirge,noun,A mournful poem or piece of music composed or performed as a memorial to a dead person.,no sentence.
disabuse,verb,To free (someone) of a misconception or misapprehension; to unveil a falsehood held by (somebody).,no sentence.
disassemble,verb,To take to pieces; to reverse the process of assembly.,To perform the repair it was necessary to disassemble most of the mechanism.
disburse,verb,"To pay out, expend; usually from a public fund or treasury.",no sentence.
discomfit,verb,abash; disconcert; foil; thwart; overthrow; vanquish,Don't worry. Your joke did not really discomfit me.
discourse,noun,"Verbal exchange, conversation.",no sentence.
discreet,adjective,Respectful of privacy or secrecy; exercising caution in order to avoid causing embarrassment; quiet; diplomatic.,John just doesn't understand that laughing at Mary all day is not very discreet.
discrete,adjective,Separate; distinct; individual; non-continuous.,a government with three discrete divisions
disdain,noun,abomination; condescension; contempt; despisal; scorn,The cat viewed the cheap supermarket catfood with disdain and stalked away.
disguise,verb,camouflage; cloak; hide; mask,Spies often disguise themselves.
disinterested,adjective,"Having no stake or interest in the outcome; free of bias, impartial.",no sentence.
dislodge,verb,To remove or force out from a position or dwelling previously occupied.,no sentence.
disparate,adjective,incongruous; mismatched; uncoordinated; incommensurable; different; dissimilar; unalike,"The board of the company was decidedly disparate, with no two members from the same social or economic background."
disparity,noun,The state of being unequal; difference.,no sentence.
dispassionate,adjective,"Not showing, and not affected by, emotion, bias, or prejudice",no sentence.
dispel,noun,An act or instance of dispelling.,no sentence.
disprove,verb,To prove to be false or erroneous; to confute; to refute.,no sentence.
disrobe,verb,To undress someone or something.,no sentence.
dissemble,verb,To disguise or conceal something.,no sentence.
dissent,noun,"Disagreement with the ideas, doctrines, decrees, etc. of a political party, government or religion.",no sentence.
distend,verb,"To extend or expand, as from internal pressure; to swell",no sentence.
distract,verb,To divert the attention of.,The crowd was distracted by a helicopter hovering over the stadium when the only goal of the game was scored.
distraught,adjective,distressed; pained,"His distraught widow cried for days, feeling very alone."
divest,verb,deprive; dispossess; disrobe; undress; sell off,"When I wake up, I make a point to divest myself of all my prejudices, ready to start the day."
divulge,verb,bewray; bring out; disclose; discover; expose; give away; impart; let on; let out; reveal; uncover; disclose,I will never divulge that secret to anyone.
docile,adjective,Ready to accept instruction or direction; obedient; subservient.,no sentence.
dogmatic,noun,One of an ancient sect of physicians who went by general principles; opposed to the empiric.,no sentence.
doleful,adjective,"Filled with grief, mournful, bringing feelings of sadness.",The doleful peal of the bell indicated another funeral was being held.
dormant,adjective,quiescent,"Grass goes dormant during the winter, waiting for spring before it grows again."
drawl,noun,"A way of speaking slowly while lengthening vowel sounds and running words together. Characteristic of some southern US accents, as well as Scots.",no sentence.
droll,noun,"A funny person; a buffoon, a wag.",no sentence.
drone,noun,"A male ant, bee or wasp, which does not work but can fertilize the queen bee.",no sentence.
drought,noun,"A period of unusually low rainfall, longer and more severe than a dry spell.",no sentence.
dubious,adjective,(of a statement) Arousing doubt; questionable; open to suspicion.,"After he made some dubious claims about the company, fewer people trusted him."
dumbfound,verb,To confuse and bewilder; to leave speechless.,no sentence.
dupe,noun,A person who has been deceived.,no sentence.
dwarf,verb,eclipse; outdo; outmatch; outshadow; outshine; outstrip; overshadow; put to shame; surpass; upstage; miniaturize; shrink; shrink,The newly-built skyscraper dwarfs all older buildings in the downtown skyline.
dwindle,verb,"To decrease, shrink, diminish, reduce in size or intensity.",no sentence.
ebullient,adjective,Enthusiastic; high-spirited.,no sentence.
eclectic,noun,Someone who selects according to the eclectic method.,no sentence.
efface,verb,To erase (as anything impressed or inscribed upon a surface); to render illegible or indiscernible.,Do not efface what I've written on the chalkboard.
efficacious,adjective,effective,This medicine is efficacious.
effrontery,noun,Insolent and shameless audacity.,We even had the effrontery to suggest that he should leave the country.
egalitarian,noun,A person who accepts or promotes social equality and equal rights for all people.,no sentence.
egregious,adjective,"Usually in a negative sense: conspicuous, exceptional, outstanding.",The student has made egregious errors on the examination.
elicit,verb,construe; deduce,Did you elicit a response?
eloquence,noun,The quality of artistry and persuasiveness in speech or writing.,no sentence.
elucidate,verb,To make clear; to clarify; to shed light upon.,no sentence.
elusive,adjective,"Evading capture, comprehension or remembrance.",The elusive criminal was arrested
embellish,verb,adorn; beautify; deck; decorate; grace; ornament; prettify,The old book cover was embellished with golden letters
embrace,verb,accept; entwine; surround; fall on someone's neck,I wholeheartedly embrace the new legislation.
emissary,noun,An agent sent on a mission to represent the interests of someone else.,no sentence.
emollient,noun,Something which softens or lubricates the skin; moisturizer.,no sentence.
enchant,verb,"To attract and delight, to charm.",no sentence.
encomium,noun,"Warm praise, especially a formal expression of such praise; a tribute.",no sentence.
encroach,noun,Encroachment.,no sentence.
encumber,verb,To load down something with a burden,no sentence.
endeavor,noun,A sincere attempt; a determined or assiduous effort towards a specific goal; assiduous or persistent activity.,no sentence.
endorse,noun,"A diminutive of the pale, usually appearing in pairs on either side of a pale.",no sentence.
enervate,verb,debilitate; weaken,"After being laid off three times in a row, she felt too enervated to look for another job."
engender,verb,To beget (of a man); to bear or conceive (of a woman).,no sentence.
engrossed,verb,amound; hoard; corner the market; inspissate,She seems to be completely engrossed in that book.
enigma,noun,"Something or someone puzzling, mysterious or inexplicable.",no sentence.
enlist,verb,enscroll,The army wants potential soldiers to enlist.
ensign,verb,"To distinguish by an ornament, especially by a crown.","Any charge which has a crown immediately above or upon it, is said to be ensigned."
enthral,verb,"To hold spellbound; to bewitch, charm or captivate.",no sentence.
entrenched,verb,trench; consolidate; dig in,"The army entrenched its camp, or entrenched itself."
ephemeral,noun,Something which lasts for a short period of time.,no sentence.
epistemology,noun,epistemics,"Some thinkers take the view that, beginning with the work of Descartes, epistemology began to replace metaphysics as the most important area of philosophy."
epistle,noun,"A letter, or a literary composition in the form of a letter.",no sentence.
epithet,verb,To term; to refer to as.,"He was epitheted ""the king of fools""."
epitome,noun,The embodiment or encapsulation of a class of items.,no sentence.
equivocate,verb,"To use words of equivocal or doubtful signification; to express one's opinions in terms which admit of different senses, with intent to deceive; to use ambiguous expressions with a view to mislead; as, to equivocate is the work of duplicity.",no sentence.
equivocation,noun,A logical fallacy resulting from the use of multiple meanings of a single expression.,no sentence.
eradicate,verb,annihilate; exterminate; extirpate; root up; uproot,Smallpox was globally eradicated in 1980.
erratic,adjective,"Unsteady, random; prone to unexpected changes; not consistent","Henry has been getting erratic scores on his tests: 40% last week, but 98% this week."
erudite,noun,A learned or scholarly person,no sentence.
eschew,verb,"To avoid; to shun, to shy away from.",no sentence.
esoteric,adjective,secretive; cerebral; arcane; recondite,The writing in this manual is very esoteric; I’d need a degree in engineering just to understand it!
espouse,verb,To become/get married to.,no sentence.
espy,verb,To catch sight of; to see; to spot (said especially of something not easy to see),to espy a man in a crowd
ethos,noun,"The character or fundamental values of a person, people, culture, or movement.",no sentence.
euphemism,noun,"The use of a word or phrase to replace another with one that is considered less offensive, blunt or vulgar than the word or phrase which it replaces.",no sentence.
euphoria,noun,An excited state of joy; a feeling of intense happiness.,The runner was in absolute euphoria after winning his first marathon.
evanescent,adjective,"Disappearing, vanishing.",no sentence.
evict,verb,To expel (one or more people) from their property; to force (one or more people) to move out.,no sentence.
evoke,verb,"To cause the manifestation of something (emotion, picture, etc.) in someone's mind or imagination.",Being here evokes long forgotten memories.
exacerbate,verb,"To make worse (a problem, bad situation, negative feeling, etc.); aggravate; exasperate.",The proposed shutdown would exacerbate unemployment problems.
exculpate,verb,To clear of or to free from guilt; exonerate.,no sentence.
exemplary,adjective,exemplar; admonitory,Her behaviour was always exemplary.
exemplify,verb,To show or illustrate no sentence.
,no sentence.
exhort,verb,To urge; to advise earnestly.,no sentence.
exigent,noun,Extremity; end; limit; pressing urgency.,no sentence.
exonerate,verb,To relieve (someone or something) of a load; to unburden (a load).,no sentence.
exorbitant,adjective,Exceeding proper limits; extravagant; excessive or unduly high.,"It's a nice car, but they are charging an exorbitant price for it."
expend,verb,"To consume, exhaust (some resource)",no sentence.
expiate,verb,To atone or make reparation for.,no sentence.
explicit,adjective,raunchy; express; manifest; overt,"I gave explicit instructions for him to stay here, but he followed me, anyway."
exploit,verb,take advantage of; use,"Materialistic monsters who exploit ""kind"" folks will not have good outcomes, no matter how much comforts were ill-gained."
extant,adjective,Still in existence.,no sentence.
extempore,noun,Something improvised.,no sentence.
extensive,adjective,Considerable in amount.,I have done extensive research on the subject.
extent,noun,A range of values or locations.,no sentence.
extol,verb,To praise; to make high.,no sentence.
extravagant,adjective,Extreme; wild; excessive; unrestrained.,"extravagant acts, praise, or abuse"
exuberant,adjective,buoyant; cheerful; high-spirited; profuse; superabundant,exuberant feeling
facetious,adjective,Treating serious issues with (often deliberately) inappropriate humour; flippant.,Robbie's joke about Heather's appearance was just him being facetious.
fallacious,adjective,Characterized by fallacy; false or mistaken.,no sentence.
fallacy,noun,Deceptive or false appearance; that which misleads the eye or the mind.,no sentence.
falter,noun,Unsteadiness.,no sentence.
fanatical,adjective,"Having an extreme, irrational zeal or enthusiasm for a specific cause.",no sentence.
fathom,verb,fathom out; figure out; puzzle out; work out,I can't for the life of me fathom what this means.
fawn,noun,A young deer.,no sentence.
feckless,adjective,Lacking purpose.,no sentence.
feign,verb,front; put on airs,The pupil feigned sickness on the day of his exam.
felicitate,verb,To congratulate.,no sentence.
felon,noun,A person who has committed a felony.,no sentence.
fervent,adjective,"Exhibiting particular enthusiasm, zeal, conviction, persistence, or belief.",no sentence.
fervid,adjective,"Intensely hot, emotional, or zealous.",no sentence.
fervor,noun,fire in the belly; zeal,The coach trains his water polo team with fervor.
feud,verb,To carry on a feud.,The two men began to feud after one of them got a job promotion and the other thought he was more qualified.
fickle,adjective,Quick to change one’s opinion or allegiance; insincere; not loyal or reliable.,no sentence.
fidget,noun,A nervous wriggling or twitching motion.,no sentence.
finicky,adjective,fastidious; fussy,My editor is very finicky about punctuation. Every dot and comma has to be just right.
malapropism,noun,catachresis; malaprop,The script employed malapropism to great effect.
polymath,noun,A person with extraordinarily broad and comprehensive knowledge.,no sentence.
